box_pos_x,box_pos_y,box_pos_z,change_pos,collisions,energy,pos_x,pos_y,pos_z,t,vel_x,vel_y,vel_z
2.271987023710677e-09,-2.3572511149474596e-08,-2.376593980411531e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.522719870237148e-07,-2.3572511149476118e-08,-6.737659398041157e-07,5.2729999999999996e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
8.784374881554049e-10,-2.190713081563658e-08,-2.892501872908729e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.508784374881595e-07,-2.1907130815638102e-08,-6.789250187290877e-07,5.2739999999999994e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-5.151120473998671e-10,-2.0241750481798564e-08,-3.408409765405927e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.4948488795260424e-07,-2.0241750481800086e-08,-6.840840976540597e-07,5.275e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-1.908661582955139e-09,-1.8576370147960548e-08,-3.924317657903125e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.48091338417049e-07,-1.857637014796207e-08,-6.892431765790318e-07,5.276e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-3.302211118510411e-09,-1.6910989814122532e-08,-4.440225550400323e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.466977888814937e-07,-1.6910989814124054e-08,-6.944022555040038e-07,5.2769999999999995e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-4.695760654065683e-09,-1.5245609480284517e-08,-4.9561334428975214e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.4530423934593845e-07,-1.524560948028604e-08,-6.995613344289758e-07,5.2779999999999994e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-6.089310189620955e-09,-1.3580229146446501e-08,-5.4720413353947195e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.439106898103832e-07,-1.3580229146448023e-08,-7.047204133539478e-07,5.279e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-7.482859725176226e-09,-1.1914848812608485e-08,4.012050772108082e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.425171402748279e-07,-1.1914848812610007e-08,-7.098794922789198e-07,5.2799999999999996e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-8.876409260731499e-09,-1.024946847877047e-08,3.496142879610884e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.4112359073927265e-07,-1.0249468478771991e-08,-7.150385712038918e-07,5.2809999999999994e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-1.0269958796286772e-08,-8.584088144932453e-09,2.980234987113686e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.397300412037174e-07,-8.584088144933975e-09,-7.201976501288638e-07,5.282e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-1.1663508331842045e-08,-6.918707811094438e-09,2.4643270946164877e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.383364916681621e-07,-6.91870781109596e-09,-7.253567290538359e-07,5.283e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-1.3057057867397317e-08,-5.253327477256422e-09,1.9484192021192896e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.3694294213260685e-07,-5.253327477257944e-09,-7.305158079788079e-07,5.2839999999999995e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-1.445060740295259e-08,-3.587947143418406e-09,1.4325113096220915e-08,5.597460792044085e-09,443,1.0392174121872066e-20,3.355493925970516e-07,-3.587947143419928e-09,-7.356748869037799e-07,5.285e-08,-139.3549535555272,166.5380333838016,-515.9078924971982
-1.5844156938507863e-08,-1.9225668095803903e-09,9.166034171248934e-09,5.597460792044085e-09,444,1.0392174121872066e-20,3.341558430614963e-07,-1.9225668095819123e-09,-7.408339658287519e-07,5.286e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-1.76811094940616e-08,2.1341132026826766e-09,5.468896850926964e-09,5.78790737473982e-09,444,1.1111365641067908e-20,3.3231889050594257e-07,2.1341132026811546e-09,-7.445311031490739e-07,5.2869999999999996e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-1.9518062049615335e-08,6.190793214945743e-09,1.7717595306049936e-09,5.78790737473982e-09,444,1.1111365641067908e-20,3.304819379503888e-07,6.190793214944221e-09,-7.482282404693958e-07,5.2879999999999994e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-2.135501460516907e-08,1.024747322720881e-08,-1.9253777897169765e-09,5.78790737473982e-09,444,1.1111365641067908e-20,3.286449853948351e-07,1.0247473227207288e-08,-7.519253777897178e-07,5.289e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-2.3191967160722807e-08,1.4304153239471877e-08,-5.622515110038946e-09,5.78790737473982e-09,444,1.1111365641067908e-20,3.2680803283928133e-07,1.4304153239470355e-08,-7.556225151100398e-07,5.29e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-2.5028919716276543e-08,1.8360833251734944e-08,-9.319652430360917e-09,5.78790737473982e-09,444,1.1111365641067908e-20,3.249710802837276e-07,1.8360833251733422e-08,-7.593196524303618e-07,5.2909999999999995e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-2.686587227183028e-08,2.241751326399801e-08,-1.3016789750682887e-08,5.78790737473982e-09,444,1.1111365641067908e-20,3.2313412772817384e-07,2.241751326399649e-08,-7.630167897506838e-07,5.292e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-2.8702824827384015e-08,2.6474193276261078e-08,-1.6713927071004856e-08,5.78790737473982e-09,444,1.1111365641067908e-20,3.212971751726201e-07,2.6474193276259556e-08,-7.667139270710057e-07,5.293e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-3.053977738293775e-08,3.0530873288524144e-08,-2.0411064391326827e-08,5.78790737473982e-09,444,1.1111365641067908e-20,3.1946022261706635e-07,3.053087328852262e-08,-7.704110643913277e-07,5.2939999999999996e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-3.237672993849149e-08,3.458755330078721e-08,-2.4108201711648797e-08,5.78790737473982e-09,444,1.1111365641067908e-20,3.176232700615126e-07,3.4587553300785686e-08,-7.741082017116497e-07,5.2949999999999994e-08,-183.6952555553737,405.6680012263067,-369.713732032197
-3.421368249404523e-08,3.864423331305027e-08,-2.7805339031970768e-08,5.78790737473982e-09,444,1.1111365641067908e-20,3.1578631750595886e-07,3.864423331304875e-08,-7.778053390319717e-07,5.296e-08,-183.6952555553737,405.6680012263067,-369.713732032197
